,h_veg,r_st,LAI_min,LAI_max,Vr,alpha_veg,Vcan,k,f_red,z0,rs_soi,Ve,a,Vsoi,Vepi,Kepi,alpha_soi,Pm,Epotm,Tm,AI,ro_P_E,ETSI,PSI,Ip,Hp,H95,Dp,DS,DTR,RHm,WSm,Radm,CO2,Classes
8342843,1.4491,109.03,87.428,2.568,186.32,0.19934,0.30892,0.69262,0.076467,0.0047509,72.694,5.2068,1.8249,110.63,539.45,32.576,0.36038,943.57,642.6,13.743,0.68103,-0.95972,0.71221,0.45131,8.9971,2.4943,32,2.4201,0,7.5457,64.362,3.5255,40.825,352.14,C4
4916095,0.5157,86.09,77.935,2.9242,152.86,0.22849,0.28257,0.53626,0.094198,0.0046522,30.005,29.518,4.7398,207.59,516.75,4.1196,0.31167,535.69,663.37,13.452,1.2383,-0.81952,0.80281,0.26983,7.0458,3.9117,34,2.0449,0,12.356,53.348,1.8004,41.298,352.14,C3
10006033,27.676,273.75,38.704,7.9563,207.38,0.1595,0.21094,0.43439,0.12796,0.00042121,15.956,42.753,3.4915,167.8,483.24,30.976,0.33831,281.77,721.26,16.349,2.5598,-0.25671,0.68354,0.458,3.7335,4.1782,48.2,1.936,0,12.65,37.978,1.4032,42.882,531.92,C2
9227029,15.556,223.42,66.919,7.7044,35.667,0.15007,0.30365,0.56261,0.030247,0.011416,46.621,29.774,2.9275,10.309,300.82,41.105,0.36756,184.01,1171.2,23.226,6.3651,-0.91126,0.45879,0.73511,8.869,17.021,195.7,1.9934,0,10.436,44.451,4.1154,47.259,531.92,C2
12015862,21.484,159.52,92.805,7.4429,270.98,0.14871,0.21881,0.61303,0.12906,0.0021402,44.128,18.409,2.6709,500.77,312.64,44.865,0.38672,474.35,724.36,6.3083,1.5271,0.090353,0.78129,0.19725,5.096,2.9428,29,2.3018,167.47,10.885,59.063,5.1504,37.455,429.36,C2
13222669,15.851,431.14,32.906,9.7765,270.22,0.13382,0.26908,0.66138,0.13895,0.0026673,52.949,38.526,0.7374,262.78,545.78,3.2477,0.32484,395.15,630.95,11.758,1.5967,-0.49944,0.67946,0.38046,6.4319,5.067,41,1.7551,0,13.263,29.042,1.2779,40.742,429.36,C1
9264744,30.404,441.18,34.302,6.9719,222.15,0.1356,0.29587,0.68334,0.045407,0.006896,80.007,32.318,2.1839,254.56,535.93,7.0948,0.30637,2230,406.06,7.6033,0.18209,0.69004,0.77669,0.26836,10.145,0.68336,14,3.5011,15.567,6.5346,87.695,1.7546,37.324,429.36,C4
13594711,20.264,473.25,50.191,7.2167,265.4,0.10325,0.25729,0.46935,0.04115,0.0074378,13.895,6.6263,2.1393,194.62,504.16,12.807,0.36485,416.07,647.64,15.472,1.5566,-0.62472,0.71036,0.74397,5.5652,4.022,139.7,2.4795,152.73,13.94,51.535,1.6185,42.303,352.14,C3
2409184,0.53482,101.48,55.606,2.2509,100.43,0.20368,0.27816,0.49773,0.10986,0.012846,8.0767,32.644,1.8989,38.061,607.47,19.577,0.37997,105.59,1566.8,20.973,14.839,-0.88052,0.39705,0.93131,5.1778,18.191,204.6,1.9555,0,15.142,23.936,4.8094,46.631,352.14,C2
1781152,1.0781,44.487,17,3.6718,125.51,0.18758,0.24032,0.67128,0.10428,0.012965,80.52,21.264,1.5907,193.07,690.09,19.954,0.34612,319.44,726.66,13.701,2.2748,-0.59114,0.65082,0.67093,5.9482,5.8653,134,2.1223,56.633,16.07,30.49,1.6862,41.798,429.36,C2
16390793,13.744,269.67,73.659,6.9661,258.32,0.11074,0.23993,0.69343,0.064029,0.0024795,64.544,8.3954,4.1992,90.145,602.54,43.576,0.37005,337.4,695.55,15.53,2.0615,-0.68741,0.66445,0.71844,6.3236,5.9612,114.7,2.2486,0,17.652,28.497,1.6971,41.871,796.37,C3
10972191,34.207,318.35,85.68,8.0968,293.2,0.15257,0.25432,0.43798,0.11671,0.0081863,75.231,20.179,4.6266,143.76,559.31,9.7452,0.3257,211.31,1157.2,22.039,5.4764,-0.81785,0.5583,1.0337,9.0964,15.066,209.5,1.8788,0,12.136,27.611,2.7034,47.37,796.37,C2
13052338,24.551,295.16,95.894,5.3316,348.83,0.1245,0.35704,0.64281,0.087885,0.0025673,86.073,43.731,1.786,358.08,589.65,20.596,0.32757,1509.4,411.22,10.063,0.27243,0.60374,0.76285,0.18447,7.1182,0.76271,14,3.3925,46.6,9.5124,73.559,2.2593,37.232,429.36,C4
15475755,21.698,190.05,79.814,5.1948,367.32,0.10646,0.36096,0.55434,0.1252,0.0046539,22.379,36.925,2.5845,341.25,430.17,30.545,0.37197,305.33,534.03,16.309,1.749,-0.66141,0.67326,0.64876,6.5557,6.9862,130.15,1.8466,0,17.208,14.947,1.1201,41.112,610.55,C2
7199464,1.3292,91.725,26.477,4.1966,171.22,0.24588,0.33082,0.44602,0.066888,0.011432,34.893,8.7811,5.1082,92.673,354.99,27.802,0.38849,306.08,762.33,13.851,2.4906,-0.38375,0.66982,0.66395,6.8211,7.2322,127.5,1.8384,18.367,13.973,22.542,1.647,41.92,429.36,C3
531024,1.3181,144.23,61.3,2.3988,182.99,0.22866,0.36445,0.58771,0.060468,0.0095505,92.144,37.465,1.3739,614.32,295.38,30.432,0.30726,708.61,396.09,8.4882,0.55897,0.94162,0.76257,0.2786,4.1551,1.252,17,2.4204,58.967,9.2194,71.703,3.0728,35.657,352.14,C3
3579077,0.68474,122.31,98.737,3.5683,133.06,0.18672,0.26351,0.50143,0.033052,0.0043411,63.732,38.429,2.6751,495.57,355.08,18.902,0.39828,725.32,409.33,8.7689,0.56435,0.89301,0.80359,0.31552,4.9172,1.5446,18,2.2906,64.933,8.7816,76.422,3.7444,36.031,429.36,C3
3161848,0.64936,134.02,93.945,4.604,142.1,0.16531,0.37415,0.52971,0.11302,0.00959,71.678,31.357,3.0548,627.51,308.51,11.851,0.34078,917.09,481.54,11.497,0.52508,-0.86999,0.70087,0.18254,4.6106,0.91925,15.4,3.2401,0,7.8604,77.543,4.3672,38.174,429.36,C4
7200511,1.3264,140.5,52.007,1.9909,196.34,0.1659,0.33856,0.68805,0.094278,0.0043908,36.928,27.955,3.1775,456.21,478.02,28.254,0.33837,926.96,496.91,13.732,0.53606,-0.053679,0.7961,0.10919,4.3514,0.80007,14,3.3611,0,9.9843,87.78,2.5472,40.497,429.36,C4
5413812,0.63178,146.38,67.652,2.7839,144.31,0.23663,0.36465,0.45044,0.032783,0.010921,25.1,26.365,2.7655,447.89,359.44,35.11,0.36564,714.17,602.54,20.619,0.84369,-0.7575,0.66434,0.76353,16.32,7.3897,138.2,2.0108,0,15.26,11.176,1.139,43.36,610.55,C4
10786591,12.946,350.98,57.846,8.9359,285.91,0.15017,0.33699,0.60075,0.064754,0.0060849,3.751,24.87,0.033018,304.25,329.19,39.503,0.38473,353.36,651.32,15.808,1.8432,-0.66302,0.75829,0.60578,6.0751,5.3299,98.2,2.2481,27.533,12.605,32.296,1.3488,41.629,796.37,C1
12504459,17.968,197.7,98.522,6.5832,213.97,0.12769,0.29716,0.56997,0.13555,0.0044926,17.715,41.238,2.1517,236.28,661.47,49.357,0.30758,96.129,771.34,20.658,8.024,-0.81229,0.59112,0.6866,7.1818,27.834,211.3,1.7488,0,13.544,19.614,1.4695,45.033,796.37,C1
11706831,29.258,378.76,58.885,7.8904,244.97,0.13134,0.20731,0.60177,0.027657,0.0072325,43.288,15.938,5.1804,217.63,273.1,35.619,0.39246,77.883,1364.3,21.317,17.517,-0.50235,0.49115,0.58392,5.3335,27.686,153.6,1.3993,0,14.135,19.685,4.4852,45.489,352.14,C1
15329058,24.225,482.18,8.4027,7.5512,260.68,0.14638,0.28064,0.55711,0.14853,0.0084407,65.488,43.192,2.7197,572.46,362.66,43.11,0.34831,702.53,573.48,12.606,0.8163,-0.72509,0.78156,0.16011,5.4633,1.9125,26.65,2.3462,0,8.5898,67.864,4.6041,38.011,531.92,C3
12927568,13.046,316.93,42.337,5.8135,359.39,0.10289,0.38102,0.62985,0.029281,0.0082714,37.235,40.207,1.2192,533.85,643.64,2.9282,0.36024,1312.2,426.39,11.186,0.32495,-0.80062,0.91538,0.22689,5.8772,0.66091,20,4.4293,0,7.4735,89.309,5.6719,37.922,531.92,C4
8959801,33.645,285.21,18.771,6.7875,257.24,0.13876,0.29797,0.57391,0.14063,0.0016963,48.276,14.883,2.6366,587.77,677.99,46.929,0.37089,709.09,362.4,4.6369,0.51108,0.68477,0.8941,0.1958,4.1094,1.2178,17,2.5352,179.37,8.0506,75.477,3.2142,33.805,352.14,C3
6205315,0.45468,120.97,82.153,3.9662,107.27,0.16101,0.29354,0.63701,0.080756,0.012571,47.488,29.379,1.9067,617.27,347.94,25.999,0.34436,734.45,259.6,-0.85838,0.35346,0.6907,1.0101,0.25137,4.6641,1.3637,17,2.4025,232.23,9.2115,89.087,2.8583,31.396,352.14,C4
10656265,20.845,254.97,41,6.3883,342.72,0.10707,0.2634,0.58142,0.022653,0.0098599,85.084,10.065,2.3426,188.59,596.71,14.908,0.39786,306.2,742.63,17.375,2.4253,-0.15069,0.76522,0.39808,4.9496,5.0469,46.1,2.0568,4.6333,12.074,49.489,1.5262,43.402,610.55,C2
2269714,1.2775,69.364,51.094,3.7112,131.17,0.21723,0.32651,0.69621,0.019015,0.0042394,16.168,23.543,3.4036,205.87,315.52,3.9591,0.30096,446.72,689.83,16.073,1.5442,-0.65982,0.62503,0.9808,11.956,8.8801,180,2.3347,0,16.404,21.137,1.699,42.164,531.92,C3
1471597,0.53598,135.83,30.216,1.6138,122.64,0.24579,0.26791,0.61393,0.041596,0.0035717,88.929,10.139,2.6169,318.05,575.46,44.592,0.38804,426.37,526.94,13.332,1.2359,-0.71843,0.71707,0.94826,11.496,8.9437,185.45,2.204,59.4,14.836,12.204,1.4212,39.512,352.14,C4
9501032,32.249,426.94,26.324,7.1116,314.43,0.11323,0.35117,0.55127,0.046893,0.0023871,49.107,34.339,3.3019,112.03,649.63,48.606,0.39404,207.63,1132.9,21.748,5.4562,0.57232,0.48855,0.76517,4.8005,7.8363,105.75,2.4506,0,13.951,17.637,1.842,48.577,796.37,C2
15516478,32.643,439.87,16.984,5.7815,235.57,0.15069,0.34449,0.45212,0.021065,0.010965,45.593,9.0301,2.9657,595.81,336.04,23.339,0.35674,731.3,465.8,9.3314,0.63695,0.42829,0.84274,0.26752,5.6602,1.8586,27,2.3582,90.467,8.4318,73.573,3.4881,36.653,796.37,C3
13988486,29.326,272.35,94.142,7.342,238.26,0.12998,0.20491,0.56443,0.016713,0.0052023,52.582,30.753,1.1841,606.23,648.76,5.6598,0.39304,790.08,535.97,10.736,0.67838,0.41562,0.77013,0.19542,6.1041,1.8269,23,2.2977,65.8,9.1493,61.88,3.2865,37.127,429.36,C2
16436824,27.483,241.92,70.201,8.6235,308.16,0.10194,0.3574,0.61623,0.1298,0.010496,47.455,33.689,5.3827,81.782,218.76,34.332,0.34714,323.15,899.72,16.947,2.7842,-0.83772,0.54094,0.44811,5.7961,5.7642,65.05,1.7881,0,12.248,34.255,2.6516,43.37,352.14,C2
9462793,32.249,426.94,26.324,7.1116,314.43,0.11323,0.35117,0.55127,0.046893,0.0023871,49.107,34.339,3.3019,112.03,649.63,48.606,0.39404,161.44,675.33,14.773,4.1832,-0.44755,0.65003,0.55205,4.2507,8.8899,81,1.6865,25.733,12.482,33.324,1.3623,42.176,352.14,C2
3423907,1.1922,70.693,10.526,1.8152,114.79,0.2493,0.2174,0.69327,0.078131,0.0065683,22.081,30.244,2.1975,39.819,488.32,18.433,0.39284,212.64,1436.1,22.52,6.7533,-0.88894,0.40366,0.90385,6.184,9.8485,187.4,2.7371,0,11.085,41.515,5.6487,47.447,610.55,C2
2065329,0.47625,143.92,79.035,4.4042,199.9,0.16903,0.33339,0.47279,0.055299,0.0097392,19.557,15.114,1.0647,337.22,200.61,31.581,0.34114,704.66,482.75,14.936,0.68508,-0.91755,0.90822,0.62258,7.4233,2.915,53,2.5874,3.7,10.918,60.154,1.4904,39.55,352.14,C4
6030822,0.79814,102.39,37.035,3.0743,150.12,0.22302,0.21999,0.47505,0.011131,0.0021674,3.5934,24.544,2.594,199.99,253.17,29.927,0.38196,564.27,632.31,16.739,1.1206,-0.42022,0.68887,0.30661,6.5899,3.3867,29.3,1.8401,0,10.117,75.321,3.951,42.244,352.14,C3
6261884,0.45468,120.97,82.153,3.9662,107.27,0.16101,0.29354,0.63701,0.080756,0.012571,47.488,29.379,1.9067,617.27,347.94,25.999,0.34436,895.53,435.15,10.051,0.48592,0.92695,0.7734,0.33675,6.4203,1.6692,20,2.4551,37.533,9.1545,74.226,2.8034,37.222,610.55,C4
11265720,33.776,302.55,36.23,5.255,369.33,0.14374,0.21541,0.66109,0.076527,0.0016993,8.668,26.465,1.4197,507.44,341.79,5.4372,0.31695,362.91,730.21,8.1828,2.0121,0.44558,0.8463,0.19141,3.844,2.9599,27,1.8192,130.97,10.684,60.067,4.7902,37.713,610.55,C1
6209155,0.45468,120.97,82.153,3.9662,107.27,0.16101,0.29354,0.63701,0.080756,0.012571,47.488,29.379,1.9067,617.27,347.94,25.999,0.34436,374.73,616.9,2.9545,1.6462,0.71594,0.85944,0.22042,4.4741,3.3955,27,1.8673,169,11.259,63.19,4.6127,35.799,352.14,C2
5193765,0.88408,117.34,17.021,4.3436,64.662,0.21609,0.35042,0.5581,0.04294,0.0073411,63.942,25.95,0.37699,48.724,237.38,31.484,0.31706,203.84,815.44,23.914,4.0003,-0.61614,0.65915,1.1517,11.669,20.442,244,2.2611,0,13.113,17.835,1.851,45.974,531.92,C3
14060029,20.799,345.85,84.555,7.3336,13.069,0.12062,0.36617,0.40014,0.085854,0.011258,23.006,13.069,4.4526,2.8541,429.03,2.1817,0.37807,0.78194,2148,30.025,2747,-0.44222,0.41777,1.2541,2.2338,1368.6,3160,1.1429,0,14.752,14.138,6.1745,50.893,796.37,C1
8966148,33.645,285.21,18.771,6.7875,257.24,0.13876,0.29797,0.57391,0.14063,0.0016963,48.276,14.883,2.6366,587.77,677.99,46.929,0.37089,719.59,542.52,11.984,0.75394,0.48886,0.79459,0.1651,5.6348,1.8676,20,2.3616,71.933,9.509,60.996,2.8323,37.877,531.92,C2
464707,1.4399,142.92,6.5529,3.9216,116.23,0.21083,0.30304,0.61076,0.0050578,0.012582,60.541,23.819,3.5938,89.408,514.24,46.191,0.34178,258.02,913.34,19.841,3.5398,-0.75045,0.54415,0.44915,7.9368,10.669,77.4,1.8798,0,14.358,37.16,1.9751,45.594,796.37,C2
15284957,22.192,168.73,51.312,7.1794,310.95,0.15661,0.23655,0.45832,0.062909,0.004509,2.5771,44.467,2.5848,508.62,220.71,11.117,0.35228,2000.9,351.89,11.139,0.17587,0.36327,0.86174,0.18286,9.9035,0.82799,16,3.4805,1.6,10.389,80.14,2.2752,36.955,429.36,C4
16051660,29.344,452.27,99.849,5.0849,9.0112,0.14082,0.25994,0.67897,0.079886,0.0012511,97.241,9.0112,2.0405,3.2709,231.65,17.366,0.33847,8.827,2019.8,25.672,228.82,-0.69868,0.43854,0.83629,2.8697,248.02,771.1,1.2571,0,15.369,13.334,6.5967,48.095,429.36,C1
16746938,16.614,337.45,34.766,8.6266,232.82,0.1212,0.22281,0.46517,0.10476,0.011577,94.077,22.456,0.26048,367.71,271.52,21.454,0.39427,2872.4,361.01,6.5024,0.12568,0.31344,0.816,0.16358,12.444,0.59398,14,4.0246,2.2667,7.6879,82.554,1.981,36.042,429.36,C4
14137550,31.808,364.81,82.571,9.75,260.44,0.11156,0.2031,0.57864,0.029687,0.010153,41.463,33.078,4.4037,95.702,508.66,30.167,0.33057,530.99,540.72,18.768,1.0183,-0.71403,0.72454,0.81469,10.037,5.9436,153,2.3036,0,17.162,19.312,1.0908,42.067,531.92,C3
10305257,22.49,156.08,39.597,9.3641,202.89,0.13499,0.22115,0.57341,0.00035294,0.0045408,30.655,25.395,5.1278,40.258,341.04,8.4077,0.33317,97.377,1988.6,26.326,20.421,-0.70367,0.41958,0.93967,10.668,39.884,295.9,1.9143,0,15.066,8.9184,4.8338,49.358,610.55,C2
14003235,29.585,276.81,14.402,6.8564,165.08,0.10764,0.3275,0.46025,0.082036,0.011803,27.89,31.879,3.3224,43.899,452.82,33.987,0.30283,86.401,1894.3,25.916,21.925,-0.7538,0.43111,0.90197,10.532,44.845,351.3,1.9431,0,15.186,9.7017,4.5527,49.048,610.55,C2
9656145,26.938,386,68.033,5.3257,321.64,0.15985,0.37494,0.60644,0.099293,0.0022258,64.619,40.829,2.0038,577.65,580.92,14.488,0.35949,975.14,469.05,11.114,0.481,-0.86678,0.8764,0.15384,4.8579,0.8762,24.1,3.6069,0,7.6721,77.315,4.5884,37.225,531.92,C3
9185434,21.971,307.86,6.8627,8.4541,333.61,0.13966,0.20858,0.6234,0.04834,0.012089,88.729,29.836,4.8284,68.955,255.88,37.489,0.38906,383.97,903.77,19.067,2.3537,-0.70755,0.52695,0.35093,7.3799,6.1103,46.3,1.8966,0,9.4267,67.063,5.5202,44.528,610.55,C3
1336712,0.6421,48.48,40.123,1.8303,121.5,0.21948,0.377,0.69739,0.0329,0.01043,31.864,35.787,4.0053,131.82,308.97,9.3171,0.33632,404.21,1212.1,25.458,2.9988,-0.92915,0.504,0.85824,9.721,7.9299,132.45,1.9951,0,10.619,32.283,3.1399,48.524,796.37,C3
4361820,0.56737,87.874,83.889,4.8724,180.39,0.23227,0.33717,0.65376,0.082367,0.012487,12.73,10.545,2.3679,165.3,688.05,15.988,0.31411,182.72,1212,12.931,6.633,-0.64122,0.65951,0.39695,4.6502,8.462,67,1.5972,32.567,12.377,31.86,5.7533,41.27,429.36,C1
12871982,29.524,457.28,83.951,9.8289,268.11,0.15106,0.36294,0.6862,0.024257,0.010259,24.778,44.927,5.8107,232.95,581.51,1.2722,0.32015,296.05,770.29,19.523,2.6019,-0.56926,0.55977,1.0847,10.947,12.905,203,1.9409,4.2667,16.109,11.982,1.336,44.598,429.36,C3
10580519,20.845,254.97,41,6.3883,342.72,0.10707,0.2634,0.58142,0.022653,0.0098599,85.084,10.065,2.3426,188.59,596.71,14.908,0.39786,464.59,783.48,20.814,1.6864,-0.84757,0.65041,0.83226,10.459,7.2453,168,2.2564,104.37,15.122,18.169,1.8609,43.551,352.14,C3
1252410,1.2608,59.534,6.766,4.8005,173.86,0.20778,0.25799,0.64355,0.023774,0.0014637,20.455,14.255,2.7395,514.54,405.7,41.959,0.33983,1268,583.9,11.28,0.46048,-0.91966,0.73124,0.30014,5.4269,0.62134,19,3.9142,0,7.3988,76.957,6.9908,38.401,796.37,C4
14168863,25.856,150.6,20.227,6.0431,375.47,0.13626,0.3037,0.5603,0.086329,0.0077,91.675,12.65,1.8544,513.44,693.64,37.733,0.39639,916.42,290.07,3.7925,0.31653,0.46525,1.0095,0.19827,5.1604,1.0894,15,2.7998,217.8,8.3928,89.99,2.7988,33.271,429.36,C4
4702821,1.1492,121.63,85.319,4.5038,120.68,0.16546,0.28513,0.46908,0.13256,0.00083774,48.158,32.945,5.328,249.98,676.73,23.419,0.34042,260.41,949.03,18.117,3.6444,-0.49989,0.48939,0.55752,6.7985,8.6623,113.2,2.2817,0,13.459,28.973,2.3501,44.691,429.36,C2
8728780,15.361,231.64,7.7198,9.1578,225.59,0.15198,0.36984,0.62776,0.0043784,0.0088097,22.899,6.2826,1.7167,574.87,667.23,45.153,0.35399,773.34,528.25,13.302,0.68308,0.64116,0.76991,0.14264,4.8618,1.3758,19,2.729,10.6,8.0096,65.392,3.4148,38.133,796.37,C2
5118900,0.5623,145.04,74.73,2.6811,159.43,0.1911,0.22637,0.63059,0.072688,0.0064589,50.787,37.879,5.7421,71.391,330.03,45.504,0.36822,483.52,1098.3,22.549,2.2715,-0.50109,0.50282,0.45642,9.0616,5.9129,53,2.0665,0,13.047,17.892,1.8061,47.573,796.37,C3
12233777,10.126,305.16,36.778,6.808,322.39,0.1424,0.21797,0.4658,0.095787,0.0076313,76.957,7.4017,2.1044,450.43,256.68,37.36,0.36386,679.05,513.7,12.772,0.7565,0.53012,0.79652,0.19112,5.171,1.8145,21.5,2.3594,25.567,9.4698,63.965,3.0271,37.788,531.92,C2
100624,0.83573,137.97,15.033,1.5364,172.65,0.21369,0.20007,0.66186,0.056919,0.012655,59.276,26.085,5.9125,210.35,479.78,31.121,0.33386,470.47,809.04,17.883,1.7197,-0.94168,0.59458,0.39594,7.8074,5.1355,44,1.9434,0,12.004,51.183,2.7485,43.48,352.14,C3
16065451,25.255,235.45,96.676,7.0488,306.55,0.13064,0.37013,0.66551,0.0076586,0.01207,1.7954,19.516,3.0036,481.8,422.98,27.687,0.32982,1040,469.09,12.572,0.45103,-0.88618,0.7792,0.16587,5.2328,0.89567,17,3.5476,0.9,9.801,80.014,3.6272,38.643,610.55,C3
15331191,28.518,411.81,21.898,8.5993,208.25,0.1482,0.33338,0.45789,0.13886,0.010483,51.346,35.801,4.3744,46.027,264.28,39.195,0.32102,136.15,1933.3,30.008,14.2,-0.78002,0.42138,0.9691,7.2461,19.253,229,1.7395,0,14.036,15.689,4.7299,51.71,531.92,C2
285091,1.2425,134.32,44.844,4.2411,182.24,0.20198,0.24739,0.58889,0.0032493,0.0019656,97.422,40.952,1.374,225.52,634.41,20.51,0.35492,246.86,820.24,18.771,3.3227,-0.36097,0.67318,0.88724,7.3252,9.957,168.6,1.8553,8.1,14.482,15.852,1.5035,44.228,531.92,C2
13136639,19.678,382.62,37.615,5.6004,257.31,0.10387,0.27442,0.40725,0.068386,0.0054581,54.928,17.057,1.0973,324.9,513.68,30.347,0.36637,314.16,550.14,20.915,1.7512,-0.7804,0.69297,0.82462,10.576,11.537,174,1.9357,0,14.018,7.7116,1.6024,41.938,429.36,C2
15735014,20.607,489.59,54.619,9.9939,326.6,0.14293,0.31868,0.51124,0.12754,0.011673,58.794,23.439,1.9321,560.19,548.43,8.4661,0.38933,723.19,533.65,11.862,0.73791,-0.86829,0.67976,0.24349,4.1558,1.2171,22,2.8228,0,8.5836,73.666,5.4205,38.081,610.55,C2
16218272,31.301,326.81,39.541,8.0287,346.29,0.10311,0.25289,0.61091,0.082012,0.0014393,35.352,5.5996,1.622,610.27,415.62,16.865,0.38011,730.15,548.49,10.521,0.7512,0.29997,0.82771,0.17156,4.5895,1.3747,19,2.4317,75.733,8.2614,64.151,3.2627,37.346,796.37,C2
2198171,1.4008,81.307,41.137,3.2706,38.676,0.18669,0.29433,0.42254,0.084191,0.0087913,66.68,38.676,0.18589,33.347,576.09,7.3017,0.35305,48.208,1555.8,25.46,32.271,-0.71304,0.36394,0.6059,4.8584,43.541,247.4,1.4643,0,12.199,18.985,3.9962,49.73,796.37,C1
61872,0.51189,67.267,45.881,2.1542,187.33,0.19583,0.34873,0.4856,0.079151,0.010401,61.121,34.991,3.1361,568.01,597.41,35.703,0.32234,333.42,646.22,2.803,1.9382,0.42429,0.63114,0.4155,2.4276,2.3355,29,2.3633,179.33,11.865,65.163,1.031,39.16,429.36,C2
14250986,31.578,386,47.973,9.9451,239.34,0.10667,0.25769,0.63932,0.013647,0.0032615,53.441,34.105,2.7185,403.41,497.76,29.203,0.34537,972.84,427.47,3.1836,0.43941,0.83657,0.78025,0.30739,5.8205,1.2522,26.8,3.2455,165.57,11.561,68.664,1.7429,35.277,429.36,C3
16700330,33.402,272.57,97.117,9.7488,44.686,0.10827,0.38561,0.67119,0.10429,0.011609,56.887,23.974,1.9309,16.768,317.51,39.995,0.34303,137.65,1839.1,25.145,13.361,-0.85721,0.50009,0.88351,6.9174,18.191,193.95,1.807,0,14.602,15.512,4.7807,48.55,352.14,C2
11595737,33.093,493.13,79.861,9.0535,152.51,0.12825,0.30829,0.45548,0.12859,0.0041295,58.596,14.569,2.819,45.177,683.79,21.459,0.34613,68.393,1297.6,22.416,18.973,-0.64325,0.49765,1.0551,4.9871,27.386,271.2,1.9204,1.1667,16.476,12.717,2.633,47.546,610.55,C1
6826886,1.3728,116.4,56.039,4.1379,136.41,0.23345,0.22907,0.6524,0.10178,0.012828,86.88,13.912,1.8112,602.98,629.67,29.252,0.32156,619.93,698.23,11.717,1.1263,-0.04378,0.78093,0.12435,5.344,2.2094,21,2.0094,25,10.286,58.603,4.0529,38.964,531.92,C3
9980336,17.161,178.61,84.095,6.9851,230.41,0.12364,0.35177,0.57459,0.091081,0.0129,77.742,32.45,3.0295,510.95,316.1,30.558,0.30856,741.52,421.51,8.6736,0.56844,0.75655,0.78769,0.10741,5.1248,1.5325,19,2.5102,29.933,7.46,69.745,3.4457,35.47,352.14,C2
2810955,1.2575,79.147,77.194,2.8126,143.29,0.19541,0.3723,0.46592,0.12406,0.00097356,9.5075,36.398,4.7538,62.811,525.28,36.817,0.32847,278.43,888.93,15.995,3.1927,-0.6075,0.52259,0.40803,7.5791,9.0986,112.8,2.0906,0,13.113,32.978,2.4576,43.329,429.36,C3
13794889,15.898,347.08,69.211,8.926,268.06,0.14166,0.22967,0.49259,0.089568,0.0078902,79.115,28.768,1.4709,462.04,209.07,14.902,0.34606,748.41,496.71,13.29,0.66369,-0.9034,0.7684,0.29472,4.6765,1.3706,24,2.9439,0,9.3946,77.442,3.8179,38.897,796.37,C2
3659010,0.95908,59.805,92.384,1.5135,143.39,0.21032,0.30475,0.46606,0.11248,0.0025865,59.319,11.098,2.8407,42.265,396.86,48.666,0.39699,59.594,1704.1,27.074,28.595,-0.76374,0.43892,0.70238,4.8145,33.348,173,1.3691,0,15.035,12.907,4.5316,49.052,796.37,C1
7060430,1.3466,149.16,89.68,3.2341,120.16,0.23503,0.38807,0.67031,0.12754,0.011673,58.794,23.439,1.9321,560.19,548.43,8.4661,0.38933,750.98,377.58,5.0642,0.50278,0.42633,0.94188,0.24898,5.0882,1.522,19.2,2.5636,205.07,7.5698,77.055,3.7417,33.772,352.14,C4
2878832,0.78594,97.497,22.88,1.5685,135.43,0.21568,0.21247,0.53693,0.0024962,0.0038314,33.752,27.573,2.9464,38.98,437.78,27.327,0.39432,165.04,1239.9,25.747,7.5127,-0.65922,0.60389,1.077,6.3784,13.747,227.05,1.9349,0,15.553,18.987,2.4591,48.766,796.37,C2
15386242,18.883,165.92,8.8946,5.7312,289.32,0.14048,0.27249,0.62633,0.014272,0.0077209,5.4446,28.333,1.7693,242.42,494.01,24.223,0.39663,303.37,622.39,12.818,2.0516,-0.40047,0.77828,0.64067,6.1168,6.4234,96,2.0443,46.2,14.784,35.094,1.527,40.306,610.55,C2
12411128,31.918,332.07,10.679,8.8527,218.24,0.15227,0.39971,0.47689,0.14272,0.0028921,78.23,11.711,2.2176,565.8,495.02,19.258,0.36648,830.35,451.53,5.2871,0.54378,0.62513,0.87872,0.282,5.479,1.4198,20.95,2.7453,209.77,9.4283,76.154,3.2461,35.237,531.92,C3
5985398,1.0757,92.514,72.247,3.9615,85.923,0.19722,0.29333,0.4403,0.010231,0.006101,69.091,13.889,4.1752,19.6,282.36,29.61,0.39992,161.18,1043.7,22.999,6.4751,-0.61807,0.66273,0.91367,4.5606,9.5255,178,1.8295,0,16.033,27.605,1.5699,47.755,796.37,C2
12541117,28.63,461.68,87.065,6.402,352.9,0.1208,0.27262,0.52432,0.0056827,0.0068685,26.172,41.296,2.4306,625.78,273.67,0.4519,0.30186,587.88,567.96,9.1236,0.96611,0.50965,0.81298,0.30779,5.5946,2.4839,25,2.0096,84.933,8.9395,69.599,4.609,37.14,610.55,C2
6140771,0.5969,88.454,40.416,4.4514,113.61,0.20546,0.26102,0.60751,0.1085,0.010757,70.307,15.103,1.1119,208.45,469.17,6.2827,0.33928,198.2,747.46,18.814,3.7713,-0.59487,0.80708,0.30949,5.3659,9.6689,66,1.682,0,13.078,53.327,2.2242,43.518,796.37,C1
