"This dataset is retrieved from Almeida et al. (2017) NHESS. It consists of 10,000 data points (rows) of 28 input variables (columns) of a slope stability model. The variables are model parameters characterising the slope geometry, soil and design storm properties and initial hydrological conditions. The model output is the slope factor of safety (FoS) and according to its value we can distinguish two classes in the dataset (last column): Stable (FoS>1) and Failure (otherwise)                                                                                                                                                                                                                                                                                                                                                            Almeida, S., Holcombe, E., Pianosi, F., & Wagener, T. (2017). Dealing with deep uncertainties in landslide modelling for disaster risk reduction under climate change. Natural Hazards and Earth System Sciences, 17(2), 225-241.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta,H,H0,H1,DWT,theta_s_0,theta_r_0,alpha_0,n_0,theta_s_1,theta_r_1,alpha_1,n_1,theta_s_2,theta_r_2,alpha_2,n_2,c_0,phi_0,K_sat_0,gamma_us_0,c_1,phi_1,K_sat_1,gamma_us_1,psi_init,I,D,Classes
28.329,48.457,5.9317,5.5859,90.874,0.36563,0.16285,7.5257,1.3254,0.36027,0.15384,0.92284,1.718,0.42657,0.16429,3.3451,2.5438,7.0426,26.646,1.16E-05,16.37,26.805,28.256,1.27E-06,18.646,-0.56655,0.15399,42,Failure
29.697,48.59,4.7115,4.5542,65.76,0.40298,0.17166,35.716,3.708,0.47467,0.1529,2.7666,1.7204,0.42503,0.12422,7.6142,2.2111,7.9948,26.657,2.77E-05,16.163,24.766,35.75,9.25E-07,18.847,-0.69174,0.036736,1,Stable
28.061,48.735,2.7576,4.7745,91.597,0.46677,0.13675,2.0251,2.118,0.42593,0.10817,26.587,1.2199,0.34316,0.12784,11.914,2.8385,10.356,23.329,1.11E-05,16.981,24.22,33.635,9.25E-07,18.944,-1.3014,0.066901,42,Stable
28.707,48.828,2.3884,4.1959,93.923,0.51054,0.09792,0.76021,1.5081,0.44431,0.14606,0.76264,1.4033,0.51641,0.080767,13.777,1.2942,11.682,26.608,7.21E-06,17.615,25.705,38.878,1.65E-06,19.099,-1.1745,0.15148,27,Stable
29.625,48.28,4.5756,4.2838,87.02,0.4754,0.22416,0.75674,1.4795,0.48431,0.090167,11.956,1.1691,0.5103,0.12636,5.8319,1.7903,9.8989,25.585,1.01E-05,16.96,25.917,28.833,3.58E-06,19.336,-1.1915,0.15162,49,Failure
28.046,48.832,5.8924,4.4253,79.114,0.36847,0.15518,0.79992,2.0514,0.42888,0.14625,8.4504,1.2729,0.42911,0.22814,2.1341,2.0242,9.0788,23.694,1.42E-05,16.095,25.268,34.606,3.10E-06,18.779,-1.0023,0.15682,35,Failure
29.005,48.45,2.3878,2.5004,66.419,0.49649,0.088998,5.7221,1.3998,0.35779,0.24856,4.3355,1.3105,0.50913,0.092801,0.74524,1.2974,7.7868,21.757,1.21E-05,17.592,26.395,36.91,1.32E-06,19.562,-0.87546,0.17679,52,Stable
28.987,48.111,5.2494,3.6385,66.96,0.43647,0.14631,13.708,1.6622,0.41672,0.09848,4.5063,1.7917,0.47942,0.12214,1.7091,1.8123,9.4422,23.187,2.64E-05,17.28,24.434,32.703,3.14E-06,19.603,-1.2198,0.081957,8,Stable
29.626,48.45,4.2,4.44,73.206,0.36295,0.18992,2.5909,1.1445,0.43179,0.28657,0.60138,1.0007,0.43739,0.15268,3.9773,1.9934,14.081,26.015,1.73E-05,17.121,24.832,35.237,1.34E-06,19.02,-1.3207,0.012705,60,Stable
29.143,48.344,4.4296,2.9389,92.73,0.28919,0.078007,1.0914,1.2374,0.37479,0.24177,8.5244,1.0333,0.38307,0.15963,6.8814,1.2337,5.2413,26.66,1.61E-05,16.801,24.407,31.214,1.24E-06,18.338,-1.3807,0.041633,22,Failure
29.013,48.232,2.5948,5.6593,78.193,0.35559,0.30815,1.8997,1.3136,0.3824,0.18103,0.81262,1.1347,0.46015,0.2662,5.1429,1.2642,5.1823,24.946,6.77E-06,16.113,22.547,40.035,1.43E-06,18.742,-1.0642,0.1334,38,Stable
28.957,48.89,2.22,3.1792,82.159,0.38339,0.14603,1.123,1.442,0.35442,0.18581,1.082,1.9279,0.37995,0.10941,1.561,1.5144,1.9665,23.64,2.59E-05,16.967,24.528,36.954,1.49E-06,18.956,-0.88882,0.15482,26,Stable
28.593,48.567,2.5068,3.754,92.714,0.38703,0.16115,3.0335,1.2704,0.29025,0.077751,4.3134,1.3189,0.42525,0.13261,8.9938,2.2176,10.963,29.613,9.92E-06,17.921,22.145,34.863,2.07E-06,18.142,-1.0776,0.11455,7,Stable
28.514,48.168,4.0933,4.2007,67.295,0.66138,0.20526,5.3541,1.1642,0.64053,0.19223,9.9628,1.194,0.42075,0.16771,2.7289,1.0046,3.0721,23.629,6.39E-06,17.987,22.614,38.607,8.54E-07,19.335,-0.81878,0.066722,51,Failure
28.464,48.314,2.7946,4.9842,76.029,0.5261,0.06621,11.071,1.9732,0.30713,0.14129,1.6949,1.2071,0.41393,0.18258,25.821,1.2739,12.993,27.247,2.09E-05,16.617,26.793,33.059,1.46E-06,19.982,-1.1514,0.064926,7,Stable
28.494,48.577,3.8636,3.6259,72.862,0.55085,0.17394,0.83205,1.4027,0.35819,0.17823,39.475,2.2913,0.29421,0.073913,3.3084,1.9916,6.9778,26.216,1.70E-05,17.462,27.997,38.139,6.24E-06,19.479,-0.59099,0.0075118,8,Stable
29.808,48.122,5.0336,2.9421,79.055,0.37998,0.0872,8.0163,2.3566,0.44071,0.12205,9.4692,1.599,0.41615,0.12491,1.3373,2.7015,4.8576,24.374,1.89E-05,17.851,21.759,27.302,1.88E-06,18.771,-1.1925,0.043534,21,Failure
28.168,48.668,3.6456,4.7077,75.458,0.31064,0.18948,11.025,1.4795,0.4145,0.14322,10.177,1.5289,0.38361,0.21118,1.7411,1.3149,5.5501,23.983,1.79E-05,17.838,23.846,29.322,1.82E-06,18.357,-1.1333,0.13014,18,Failure
27.721,48.178,3.8238,2.3007,71.875,0.42194,0.11857,28.503,1.1395,0.30305,0.21299,0.34291,1.1064,0.28157,0.096987,21.779,1.2091,11.624,20.232,3.05E-05,16.057,25.077,39.497,2.04E-06,19.169,-1.4317,0.081225,38,Stable
27.646,48.704,4.4825,2.6425,80.785,0.55123,0.090326,3.0265,1.3626,0.48912,0.14612,0.88589,1.6089,0.50939,0.12093,4.4816,1.3234,1.6405,26.933,2.20E-05,16.114,25.971,38.998,7.78E-07,18.959,-1.0512,0.15229,48,Failure
29.281,48.904,3.3119,3.4197,71.235,0.34834,0.1137,7.7577,2.1195,0.43151,0.098412,1.3943,2.1834,0.33361,0.11845,4.4237,2.8869,3.9924,28.639,7.68E-06,16.892,23.833,36.927,1.58E-06,19.564,-1.2336,0.072226,46,Failure
28.752,48.289,2.9159,5.704,86.663,0.29639,0.13511,15.618,1.2938,0.34161,0.11586,2.935,1.6778,0.308,0.092788,1.7809,1.4047,10.194,25.206,1.94E-05,17.055,25.471,32.733,2.54E-06,19.435,-0.55478,0.093259,55,Stable
28.209,48.86,3.9317,3.9095,64.155,0.30872,0.17594,1.1515,1.1657,0.43527,0.13917,4.6154,1.3033,0.20794,0.13113,3.3783,1.3266,4.6548,25.475,2.18E-05,16.444,26.085,39.916,1.30E-06,18.934,-0.76687,0.19868,55,Failure
28.53,48.41,2.378,5.9406,84.466,0.41946,0.14324,3.4926,1.6541,0.48483,0.090805,1.2619,1.3325,0.46734,0.076909,10.055,1.8942,8.5678,20.191,1.18E-05,17.795,23.681,30.531,1.83E-06,19.894,-1.0239,0.061299,42,Stable
28.487,48.998,5.6841,3.7423,91.465,0.40193,0.19984,0.3563,2.8004,0.4536,0.11577,3.1239,1.5294,0.52704,0.2293,3.4761,1.5495,10.438,23.89,7.11E-06,16.422,24.211,36.231,2.49E-06,18.388,-1.2008,0.0060705,68,Failure
28.954,48.616,3.6027,2.0525,88.518,0.42239,0.105,0.86124,1.0096,0.34788,0.087748,18.685,1.0511,0.44479,0.11702,22.071,1.4907,13.187,23.733,1.80E-05,17.216,26.999,37.631,1.52E-06,18.541,-0.54921,0.072302,14,Stable
29.231,48.96,3.7756,3.3343,87.036,0.47759,0.2325,6.7219,1.5678,0.39403,0.14396,63.167,1.7287,0.43988,0.15048,0.32495,1.2984,6.047,24.391,1.38E-05,17.166,25.431,36.581,1.19E-06,19.496,-1.3417,0.027683,17,Failure
27.269,48.18,4.143,3.7142,90.508,0.51107,0.14126,1.9937,2.4293,0.39571,0.24905,4.3172,1.6246,0.45339,0.1244,4.2107,1.8989,4.0806,25.823,1.58E-05,16.338,24.852,35.809,1.95E-06,18.07,-0.53397,0.16283,26,Failure
29.326,48.878,5.6381,2.1793,63.411,0.55408,0.17466,6.4668,1.2145,0.5114,0.06376,3.7473,2.6725,0.43937,0.15558,3.7108,1.0823,7.8877,27.12,1.47E-05,17.17,26.845,34.24,1.95E-06,19.359,-1.3545,0.093163,14,Stable
27.328,48.758,4.9012,4.9185,82.762,0.44693,0.10249,0.64967,1.4994,0.28044,0.11562,11.203,2.6678,0.35838,0.085712,1.9018,1.5142,13.083,23.94,2.95E-05,16.939,21.703,32.326,1.40E-06,19.407,-1.1536,0.18291,18,Stable
29.999,48.761,4.3706,4.7531,86.095,0.44647,0.15523,16.417,1.5659,0.43257,0.14386,3.7579,2.0003,0.38166,0.10672,43.151,2.0578,9.2,23.073,1.90E-05,16.39,29.078,40.068,7.91E-07,19.484,-1.3046,0.11714,0,Stable
27.111,48.862,2.2437,3.671,92.656,0.51064,0.14675,1.3187,1.011,0.46141,0.062654,0.45125,1.4087,0.45944,0.13042,0.63574,1.7429,1.7894,25.065,2.33E-05,16.362,27.277,32.24,1.55E-06,19.867,-1.1521,0.029378,11,Failure
28.634,48.832,4.5582,5.1646,64.37,0.42821,0.16632,3.0715,1.8367,0.42253,0.20384,1.7003,1.7417,0.47389,0.096385,11.626,1.9399,4.6093,23.102,1.95E-05,17.159,26.083,37.354,1.79E-06,18.304,-1.0105,0.10929,27,Failure
28.533,48.721,5.9725,2.3264,75.591,0.25992,0.1071,2.682,1.3188,0.51237,0.095421,1.4602,1.2752,0.54047,0.14511,4.5896,1.1235,6.202,24.378,1.40E-05,17.008,23.917,39.814,1.04E-06,18.539,-1.3719,0.10506,72,Failure
28.294,48.118,3.2794,5.4437,60.476,0.3518,0.21142,0.27092,1.9669,0.41844,0.09999,4.3517,1.6819,0.46029,0.13991,15.952,1.3408,7.6893,25.582,1.44E-05,17.661,25.831,35.969,1.31E-06,18.256,-0.5226,0.043211,19,Stable
27.041,48.575,5.4338,3.1363,81.688,0.39407,0.331,8.9251,1.2889,0.51469,0.16639,0.96726,1.1035,0.35162,0.24798,6.5622,1.5349,8.5751,26.694,1.92E-05,17.762,26.069,31.731,1.23E-06,18.864,-0.89001,0.1679,47,Failure
28.639,48.557,3.8302,4.4928,85.038,0.4405,0.25926,2.3352,1.6922,0.44828,0.11115,7.6009,1.7131,0.26592,0.15112,0.47144,2.0755,7.0826,24.514,1.18E-05,17.165,25.687,28.266,3.00E-06,18.007,-0.52562,0.19648,45,Failure
28.49,48.346,3.3071,4.9168,74.415,0.42728,0.11726,5.2136,1.7317,0.47916,0.12,1.2865,2.2554,0.42547,0.12582,5.7317,1.0037,11.103,25.968,1.99E-05,16.305,25.579,32.839,1.61E-06,19.976,-1.2375,0.14299,36,Stable
29.853,48.444,4.0667,5.6551,64.936,0.39857,0.17885,9.6895,1.0831,0.49169,0.26013,1.2642,2.0956,0.56596,0.13878,11.178,1.2276,7.7758,25.692,1.12E-05,17.23,26.532,39.707,1.56E-06,19.212,-0.52045,0.11851,18,Failure
29.946,48.221,4.144,3.2606,73.066,0.35064,0.10633,1.4935,2.5159,0.44903,0.16178,24.324,1.4698,0.43524,0.11729,3.2318,1.0248,4.7044,24.141,1.74E-05,17.315,24.543,36.855,2.52E-06,19.366,-0.97542,0.17579,3,Stable
29.978,48.743,5.9659,3.4856,88.92,0.41372,0.10429,1.8754,2.1605,0.40422,0.12603,19.066,2.0366,0.40007,0.11637,7.0515,2.4595,8.5233,24.041,1.12E-05,17.865,22.195,32.954,1.55E-06,18.808,-1.2846,0.1797,66,Failure
27.64,48.786,5.7786,3.5152,78.255,0.32531,0.12106,6.6226,1.3701,0.40661,0.05545,5.7607,1.2715,0.43,0.07406,7.726,1.3564,8.8831,26.646,1.03E-05,17.188,24.065,36.16,2.25E-06,19.736,-0.71252,0.14864,70,Failure
27.58,48.987,2.1464,5.3973,90.297,0.38123,0.096082,1.3219,1.7649,0.42947,0.13874,1.8307,2.2598,0.4756,0.25528,6.353,1.8953,0.90955,25.435,1.54E-05,17.454,23.446,39.299,1.96E-06,18.774,-1.4716,0.13966,0,Stable
29.498,48.608,3.6981,3.0408,64.442,0.36419,0.14674,0.90145,1.3744,0.49303,0.096354,3.1034,1.5903,0.38859,0.13956,1.8389,1.9233,5.8697,22.142,2.53E-05,17.995,23.737,35.272,1.68E-06,19.824,-0.57873,0.18792,28,Failure
29.18,48.359,3.5789,2.6102,87.187,0.51446,0.17316,8.5719,1.054,0.48898,0.06276,3.8601,1.6846,0.3871,0.13027,2.0583,1.7492,7.0249,28.229,1.26E-05,17.275,25.466,37.692,8.30E-07,19.911,-1.0964,0.13225,54,Stable
28.589,48.964,4.374,4.02,80.997,0.42827,0.28386,0.56594,2.1412,0.41467,0.11086,3.4274,1.6736,0.26799,0.14654,2.4168,1.5675,12.199,26.137,1.62E-05,16.322,27.36,31.761,2.10E-06,19.425,-1.2845,0.082834,43,Stable
29.487,48.873,5.7658,5.2111,90.117,0.4335,0.2753,2.0288,1.0849,0.31445,0.17731,1.9052,1.7327,0.43016,0.27929,0.86499,1.8412,6.6837,24.887,1.33E-05,16.582,21.663,34.69,1.06E-06,19.772,-0.76581,0.1323,45,Failure
27.64,48.651,4.6154,2.9388,93.955,0.27328,0.13057,3.3175,2.5854,0.23087,0.15486,9.2302,1.9477,0.42057,0.17639,2.3935,2.5585,3.1368,26.713,1.87E-05,16.908,25.574,35.237,9.39E-07,18.035,-0.52782,0.028771,34,Failure
28.763,48.161,4.1711,5.1999,75.708,0.30675,0.14579,15.249,1.5824,0.30505,0.12884,2.7474,1.1858,0.5386,0.21006,4.2977,2.2575,7.6688,25.256,1.97E-05,16.07,22.351,34.924,1.31E-06,18.407,-0.9625,0.1322,54,Failure
27.428,48.32,5.0439,5.0142,76.075,0.46069,0.075073,10.187,1.006,0.42157,0.08149,5.9318,1.3104,0.40574,0.16129,1.3207,2.4238,10.804,25.55,7.69E-06,16.411,24.969,35.964,1.25E-06,18.952,-1.338,0.14231,58,Failure
27.157,48.149,4.7236,5.7773,87.663,0.49183,0.21712,15.711,1.923,0.44113,0.14582,1.5482,1.5352,0.42567,0.13651,4.0433,1.3866,14.539,28.483,1.82E-05,16.886,24.044,33.07,1.75E-06,19.138,-0.58026,0.10872,42,Stable
29.05,48.161,4.0557,5.0155,72.977,0.39386,0.088415,2.2208,1.2533,0.41193,0.14352,13.609,3.7767,0.46147,0.23659,1.6911,1.6371,13.242,24.953,7.70E-06,17.392,26.147,41.536,1.69E-06,18.998,-0.56376,0.057869,60,Stable
28.826,48.252,3.7139,5.2202,63.282,0.50161,0.15539,5.4257,2.6634,0.51207,0.068361,1.4339,1.3388,0.42325,0.10097,10.483,3.6251,5.1561,27.08,2.31E-05,16.089,24.686,37.522,1.31E-06,18.834,-1.3817,0.046015,66,Failure
28.219,48.428,4.9676,4.8703,77,0.36114,0.062405,2.0345,1.9777,0.58606,0.11099,0.65717,1.26,0.40491,0.22827,2.4126,1.2966,15.832,23.669,2.01E-05,17.204,24.214,30.234,2.05E-06,18.843,-1.4606,0.042946,9,Stable
28.89,48.895,4.101,2.2142,71.492,0.42667,0.31158,4.678,3.0411,0.35331,0.22596,2.3742,3.1004,0.38578,0.17683,2.2075,1.2835,5.5988,25.795,1.61E-05,17.712,23.099,31.69,1.15E-06,18.476,-1.0482,0.025357,48,Failure
27.508,48.565,3.7175,3.4643,80.425,0.30721,0.22395,0.73278,1.2053,0.48724,0.16763,2.9871,1.1618,0.3351,0.15597,8.6542,1.9134,11.722,25.957,1.52E-05,17.201,24.143,30.876,2.02E-06,18.841,-1.1162,0.1021,41,Stable
27.003,48.767,3.8312,4.058,63.663,0.35356,0.1035,1.7023,1.2169,0.49978,0.19522,11.603,1.4451,0.3613,0.25394,7.784,1.6802,15.703,26.878,2.58E-05,16.143,28.178,33.481,1.93E-06,18.585,-1.4722,0.044052,27,Stable
27.48,48.306,4.5616,4.0095,77.582,0.42483,0.10009,1.9145,2.1851,0.48071,0.11118,17.042,1.6442,0.35388,0.13456,2.3003,1.2058,9.1142,25.918,1.94E-05,16.38,28.474,35.726,1.26E-06,19.353,-1.2846,0.00089129,65,Stable
27.359,48.244,4.7347,4.5949,67.888,0.37437,0.1363,3.7262,1.2353,0.39718,0.074791,1.2626,1.144,0.39502,0.12384,2.4767,1.4539,2.626,25.503,1.70E-05,16.802,26.499,39.117,3.73E-06,19.86,-0.63579,0.051331,68,Failure
29.856,48.872,4.8457,2.5118,76.967,0.33575,0.18531,27.616,1.7481,0.35394,0.15271,2.7338,1.6089,0.36979,0.087176,13.377,1.1095,8.2545,25.008,1.26E-05,16.642,24.898,32.448,1.20E-06,18.879,-0.74746,0.095456,14,Failure
29.588,48.722,2.4787,4.0992,80.265,0.31876,0.080945,13.737,1.0602,0.47328,0.22791,10.557,1.5159,0.47141,0.099983,98.299,1.8771,7.8908,23.69,1.54E-05,17.089,26.544,28.86,1.39E-06,18.332,-0.86296,0.13357,46,Stable
29.503,48.297,3.4981,2.8434,83.376,0.49633,0.044814,3.2981,1.8532,0.38095,0.089161,1.6253,1.5012,0.40019,0.12331,3.5205,1.089,9.1746,24.457,1.13E-05,17.996,24.366,34.4,1.56E-06,19.986,-1.2717,0.0055161,60,Stable
29.441,48.081,2.9226,3.8527,67.088,0.44956,0.2548,1.6986,1.0572,0.34791,0.30443,2.9236,1.6166,0.34049,0.19678,3.2041,1.03,6.3588,24.908,1.79E-05,16.407,27.387,38.983,7.63E-07,18.12,-1.2244,0.023311,33,Stable
28.887,48.619,5.1015,5.2818,92.403,0.30817,0.09451,9.8797,1.3326,0.24888,0.16405,2.4725,1.4497,0.32527,0.16629,4.0533,1.0347,10.867,27.689,2.32E-05,16.568,22.865,36.277,2.53E-06,19.409,-1.0898,0.064004,30,Stable
28.139,48.953,4.875,5.2173,77.248,0.33576,0.1539,10.527,1.6712,0.31724,0.10602,1.2113,1.8302,0.49063,0.13898,0.68204,1.1018,5.3137,24.882,5.89E-06,16.086,23.917,37.546,3.14E-06,18.4,-1.0285,0.16833,59,Failure
27.73,48.477,5.7646,4.1778,73.117,0.2688,0.16507,5.9385,2.054,0.29214,0.13119,8.0593,1.3916,0.43761,0.20495,24.389,1.7593,10.965,26.659,8.99E-06,17.35,25.47,34.27,1.36E-06,18.651,-0.5529,0.012977,40,Stable
28.714,48.612,3.8365,3.9039,71.624,0.44393,0.094141,4.9465,1.7339,0.38478,0.18113,6.4677,1.3618,0.48118,0.12425,2.1102,1.1467,8.5903,25.913,1.39E-05,16.146,25.877,29.815,1.79E-06,18.339,-1.007,0.10817,34,Stable
29.945,48.449,5.131,2.5026,88.849,0.53867,0.15888,2.2645,2.1356,0.23098,0.071441,6.108,1.5915,0.46756,0.23906,1.7087,1.7146,6.7738,24.583,1.44E-05,16.181,26.694,32.433,1.57E-06,19.767,-1.3236,0.024671,13,Stable
29.549,48.086,3.7417,2.3049,88.163,0.4768,0.12839,8.7283,1.5988,0.46959,0.12321,1.3811,1.614,0.49699,0.1116,4.8403,1.217,5.2206,25.73,1.01E-05,16.32,24.159,27.833,1.41E-06,18.699,-1.2413,0.055161,14,Stable
27.85,48.973,4.172,5.3283,81.767,0.39976,0.13695,1.7563,3.7145,0.47318,0.25183,0.60332,1.2389,0.37572,0.17291,6.2286,2.1919,10.341,27.033,1.63E-05,17.648,23.721,34.611,7.19E-07,19.05,-1.0723,0.17297,8,Stable
29.047,48.199,4.6352,4.9229,74.523,0.41582,0.16278,1.255,1.0373,0.44044,0.26372,52.729,1.0578,0.32522,0.15037,26.188,1.9683,6.0908,22.567,1.96E-05,17.943,27.993,30.112,1.33E-06,18.355,-1.4282,0.0077683,55,Failure
28.074,48.09,4.155,3.9213,89.731,0.54877,0.13502,0.96927,1.304,0.34486,0.090753,0.096017,1.6454,0.34777,0.14739,1.9765,2.0558,5.8961,24.715,1.06E-05,17.675,24.851,39.777,1.45E-06,18.269,-1.0405,0.19372,1,Stable
29.961,48.543,2.1563,2.2676,61.484,0.4207,0.19255,69.7,1.5664,0.35538,0.10854,3.7374,1.6073,0.43919,0.096664,6.0256,1.2072,7.6583,25.356,1.16E-05,16.674,26.85,37.955,8.67E-07,18.489,-1.1331,0.17421,15,Stable
27.252,48.162,2.9869,4.211,88.795,0.53532,0.089409,15.265,1.3078,0.38026,0.078178,1.172,1.9416,0.36687,0.10564,5.9245,2.319,8.1136,27.239,1.01E-05,17.907,24.734,35.058,1.22E-06,19.303,-1.3468,0.033507,13,Stable
29.402,48.567,5.805,3.4282,85.843,0.64605,0.16019,6.5867,1.0765,0.44418,0.15375,10.603,1.1483,0.4523,0.10227,4.5282,1.6775,4.5124,23.225,1.52E-05,16.196,25.416,38.423,2.41E-06,18.665,-0.56372,0.1821,49,Failure
27.425,48.501,4.5126,2.9382,85.339,0.52731,0.075247,6.2897,1.0577,0.51507,0.23667,1.8545,1.7069,0.35649,0.081527,0.95287,1.9092,11.961,25.064,1.96E-05,17.239,25.011,30.709,2.52E-06,19.744,-1.2805,0.18656,41,Stable
28.314,48.086,5.4414,2.3771,77.796,0.5749,0.16367,12.111,1.5035,0.49883,0.11938,2.0254,1.9048,0.27526,0.17399,6.1266,1.7179,2.771,24.211,2.24E-05,16.549,24.726,35.158,1.00E-06,19.623,-0.76512,0.025152,2,Stable
28.435,48.173,4.2077,5.4225,73.718,0.54039,0.26934,11.515,1.8438,0.49262,0.069526,2.1464,2.5052,0.4343,0.16197,15.164,1.1531,1.9304,25.917,1.26E-05,16.533,27.428,31.715,2.17E-06,18.203,-1.2969,0.12312,41,Failure
28.762,48.033,5.2787,3.5741,79.596,0.41588,0.12771,3.4065,1.0565,0.40375,0.11527,1.0594,1.0197,0.44485,0.068721,53.868,1.4498,4.7071,24.197,1.51E-05,17.203,22.814,41.247,1.22E-06,18.191,-0.84506,0.035478,51,Failure
27.437,48.876,3.828,2.8033,68.43,0.37002,0.054066,2.5886,1.9606,0.31791,0.19607,3.9832,1.5714,0.32879,0.12085,4.9553,1.2653,10.391,24.924,1.02E-05,17.822,27.041,35.964,1.75E-06,19.302,-0.59653,0.11539,48,Stable
29.716,48.058,5.8799,2.9492,85.696,0.21387,0.12991,2.6457,2.0324,0.48113,0.13882,4.2064,2.4481,0.36959,0.062523,2.4745,1.5393,11.856,25.144,2.32E-05,16.076,22.127,37.838,1.89E-06,18.178,-1.2048,0.080335,42,Failure
27.489,48.607,2.3734,3.7919,92.607,0.42201,0.10096,9.012,2.5102,0.39681,0.1047,5.0237,1.2807,0.45819,0.097253,7.2283,1.8209,7.4851,26.836,2.10E-05,17.81,27.452,33.043,8.83E-07,18.515,-1.413,0.11256,64,Stable
28.399,48.303,2.9323,4.7488,89.04,0.43888,0.16195,7.3653,1.2599,0.40678,0.21309,1.7481,3.0456,0.36816,0.18093,1.1123,1.2695,8.5119,23.734,1.14E-05,17.308,28.397,37.121,1.90E-06,18.461,-1.2951,0.065528,25,Stable
27.781,48.247,2.9542,4.6141,63.299,0.44976,0.15815,21.689,1.6241,0.48824,0.11615,4.3573,1.5209,0.39185,0.21512,3.4641,2.2558,10.137,25.964,1.59E-05,16.41,21.586,31.289,1.71E-06,19.451,-0.52413,0.15384,49,Stable
28.708,48.389,5.8262,3.0597,78.553,0.4656,0.20536,0.76522,1.064,0.31928,0.26015,1.471,1.921,0.3039,0.12569,3.5204,1.2739,9.0786,25.262,1.56E-05,17.143,26.334,32.998,1.08E-06,19.928,-1.354,0.14106,25,Failure
27.746,48.164,4.479,4.2712,80.322,0.4272,0.14694,5.4034,1.4454,0.38918,0.1473,5.4759,1.1558,0.46635,0.12063,15.437,1.5956,9.052,27.251,1.84E-05,16.705,23.124,31.42,1.94E-06,19.041,-1.4407,0.18666,25,Failure
27.958,48.751,2.2287,4.6616,90.038,0.43348,0.22062,3.4047,1.5314,0.32479,0.18309,4.1801,1.9114,0.33097,0.17754,10.127,1.1713,8.19,27.226,1.75E-05,16.165,26.563,30.539,1.35E-06,18.078,-1.3665,0.15782,33,Stable
29.732,48.061,4.8182,4.9569,92.438,0.34689,0.19897,1.989,1.2505,0.47497,0.1083,0.77657,1.2158,0.38205,0.12725,2.3923,1.7703,7.0678,26.799,3.69E-05,16.341,25.67,36.27,1.20E-06,18.442,-1.1347,0.1598,13,Failure
29.384,48.94,2.5459,3.8592,76.903,0.42322,0.19021,1.6941,1.055,0.55577,0.12227,9.3495,1.6236,0.45956,0.15261,5.8049,1.8672,4.6208,24.014,1.99E-05,17.899,21.595,34.903,2.79E-06,19.422,-0.81211,0.16227,67,Stable
29.777,48.584,4.5915,2.5336,69.782,0.41932,0.1601,12.444,2.6909,0.49121,0.11932,0.68271,3.9521,0.34319,0.10046,1.4819,1.8805,7.0694,26.227,1.75E-05,16.328,22.53,33.961,1.47E-06,19.974,-0.83335,0.08306,51,Failure
27.537,48.858,3.8653,4.9965,69.1,0.29314,0.22605,1.255,1.0982,0.33832,0.090934,0.68387,1.156,0.4433,0.22976,1.8855,1.0199,10.142,26.533,1.54E-05,16.181,26.802,37.229,6.61E-07,19.755,-0.72665,0.021024,68,Stable
29.453,48.544,2.4843,3.4324,82.217,0.40385,0.17309,2.4705,1.6743,0.33225,0.13889,12.597,1.8757,0.44401,0.10422,1.9674,1.6729,4.0747,25.955,2.02E-05,17.498,27.31,30.619,9.27E-07,18.4,-1.4556,0.13965,7,Stable
28.801,48.67,5.2233,2.2813,86.268,0.41721,0.19857,1.2248,2.2399,0.34664,0.20772,1.6726,1.0299,0.45068,0.10049,11.25,1.687,0.28792,23.418,1.48E-05,16.987,24.169,37.243,8.89E-07,19.343,-1.0243,0.11118,1,Failure
27.255,48.925,2.7543,3.4171,65.88,0.3313,0.20524,1.1859,1.6907,0.55593,0.086767,0.69898,1.3863,0.35928,0.16172,1.1936,1.1765,9.3404,27.93,1.80E-05,17.699,23.98,37.881,1.18E-06,19.534,-1.0653,0.087499,14,Stable
27.161,48.913,4.0298,3.4155,75.895,0.6184,0.11938,26.951,1.2872,0.4348,0.17907,1.5408,1.2215,0.41438,0.076289,1.1847,1.3001,7.2695,25.772,1.97E-05,16.157,23.887,31.772,1.23E-06,19.996,-1.4411,0.10753,4,Stable
27.357,48.288,4.5007,4.1814,62.609,0.4036,0.23304,2.8084,1.2684,0.41065,0.085077,8.621,1.7422,0.45323,0.22254,1.01,1.8779,5.9751,24.924,1.46E-05,17.138,24.473,34.756,8.11E-07,19.399,-1.468,0.02863,29,Stable
28.14,48.941,5.7044,2.8936,81.929,0.52259,0.11389,0.55665,1.2349,0.34044,0.22043,3.2077,3.3149,0.33727,0.11348,0.54218,1.0453,4.699,23.402,1.80E-05,17.885,28.859,30.403,1.22E-06,18.163,-0.80143,0.19604,43,Failure
28.134,48.874,5.9427,3.8247,71.626,0.58067,0.19631,1.9984,1.1438,0.36465,0.099287,6.6705,1.8683,0.51702,0.05757,5.3416,1.3842,15.742,27.107,1.29E-05,16.346,24.086,37.909,1.56E-06,18.055,-0.53303,0.048374,46,Stable
27.759,48.678,2.6719,3.0796,69.178,0.40663,0.14222,7.1325,2.2497,0.52268,0.1342,0.80946,2.243,0.48786,0.12228,21.6,1.3961,2.3044,27.051,1.32E-05,16.94,23.191,37.922,1.64E-06,18.784,-0.90175,0.098837,33,Failure
